id,name_ja,name_en,type_primary,type_secondary,color,shape,genus_ja,rarity,type_1,type_2,motif_1,motif_2,motif_3,motif_4,texture_1,texture_2,texture_3,texture_4,texture_5,expression_1,expression_2,decoration_1,decoration_2,decoration_3,atmosphere_1,atmosphere_2,atmosphere_3
315,ロゼリア,roselia,くさ,どく,green,humanoid,いばらポケモン,通常,くさ,どく,しょくぶつ,ひとがた,どく,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,,,,とぼけた・ユニーク,,てあし・とくちょうてきなかお,はっぱ・はな,とげ・ぶくぶく,おっとり,,
316,ゴクリン,gulpin,どく,,green,arms,いぶくろポケモン,通常,どく,,どく,,,,ねばねば・ぷにぷに,,,,,とぼけた・ユニーク,,たくましいうで,とげ・ぶくぶく,,おっとり,,
317,マルノーム,swalot,どく,,purple,arms,どくぶくろポケモン,通常,どく,,どく,,,,ねばねば・ぷにぷに,,,,,ものしずか・クール,とぼけた・ユニーク,たくましいうで,とげ・ぶくぶく,,ミステリアス,,
318,キバニア,carvanha,みず,あく,red,fish,どうもうポケモン,通常,みず,あく,みず・うみ,あく・やみ,,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,,ひれ,みずのしぶき,もや・かげ,かっこいい,ミステリアス,
319,サメハダー,sharpedo,みず,あく,blue,fish,きょうぼうポケモン,通常,みず,あく,みず・うみ,あく・やみ,,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,ものしずか・クール,ひれ,みずのしぶき,もや・かげ,かっこいい,ミステリアス,
320,ホエルコ,wailmer,みず,,blue,fish,たまくじらポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ひれ,みずのしぶき,,ナチュラル,,
321,ホエルオー,wailord,みず,,blue,fish,うきくじらポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ひれ,みずのしぶき,,ナチュラル,,
322,ドンメル,numel,ほのお,じめん,yellow,quadruped,どんかんポケモン,通常,ほのお,じめん,ほのお・マグマ,いわ・つち・こうぶつ,けもの・じゅう,,ごつごつ・かたい,ほのお・ねっき,,,,にこにこ・あどけない,,よつあしのすがた,ほのおのかざり,とげ・こうぶつ結晶,かわいい,,
323,バクーダ,camerupt,ほのお,じめん,red,quadruped,ふんかポケモン,通常,ほのお,じめん,ほのお・マグマ,いわ・つち・こうぶつ,けもの・じゅう,,ごつごつ・かたい,ほのお・ねっき,,,,りりしい・するどい,,よつあしのすがた,ほのおのかざり,とげ・こうぶつ結晶,ナチュラル,,
324,コータス,torkoal,ほのお,,brown,quadruped,せきたんポケモン,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,ふつう・ナチュラル,,よつあしのすがた,ほのおのかざり,,ナチュラル,,
325,バネブー,spoink,エスパー,,black,arms,とびはねポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,たくましいうで,ほうせき・かがやき,,ミステリアス,,
326,ブーピッグ,grumpig,エスパー,,purple,upright,あやつりポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,ちょくりつのすがた,ほうせき・かがやき,,ミステリアス,,
327,パッチール,spinda,ノーマル,,brown,upright,ぶちパンダポケモン,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ちょくりつのすがた,,,ナチュラル,,
328,ナックラー,trapinch,じめん,,brown,armor,ありじごくポケモン,通常,じめん,,いわ・つち・こうぶつ,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,とげ・こうぶつ結晶,,ナチュラル,,
329,ビブラーバ,vibrava,じめん,ドラゴン,green,bug-wings,しんどうポケモン,通常,じめん,ドラゴン,いわ・つち・こうぶつ,むし,は虫類・ドラゴン,,ごつごつ・かたい,こうかく・つや甲羅,うろこ,,,りりしい・するどい,,むしのはね,とげ・こうぶつ結晶,つの・うろこ模様,かっこいい,おっとり,
330,フライゴン,flygon,じめん,ドラゴン,green,wings,せいれいポケモン,通常,じめん,ドラゴン,いわ・つち・こうぶつ,は虫類・ドラゴン,,,ごつごつ・かたい,うろこ,,,,りりしい・するどい,,つばさ・はね,とげ・こうぶつ結晶,つの・うろこ模様,かっこいい,おっとり,
331,サボネア,cacnea,くさ,,green,humanoid,サボテンポケモン,通常,くさ,,しょくぶつ,ひとがた,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,はっぱ・はな,,おっとり,,
332,ノクタス,cacturne,くさ,あく,green,humanoid,カカシぐさポケモン,通常,くさ,あく,しょくぶつ,ひとがた,あく・やみ,,はっぱ・しょくぶつ質,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,はっぱ・はな,もや・かげ,かっこいい,ミステリアス,おっとり
333,チルット,swablu,ノーマル,ひこう,blue,wings,わたどりポケモン,通常,ノーマル,ひこう,とり・つばさ,,,,標準・なめらか,,,,,ものしずか・クール,,つばさ・はね,,,ナチュラル,,
334,チルタリス,altaria,ドラゴン,ひこう,blue,wings,ハミングポケモン,通常,ドラゴン,ひこう,は虫類・ドラゴン,とり・つばさ,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,つばさ・はね,つの・うろこ模様,,かっこいい,,
335,ザングース,zangoose,ノーマル,,white,upright,ネコイタチポケモン,通常,ノーマル,,けもの・じゅう,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ちょくりつのすがた,,,ナチュラル,,
336,ハブネーク,seviper,どく,,black,squiggle,キバへびポケモン,通常,どく,,は虫類・ドラゴン,どく,スライム・ぶよぶよ,,うろこ,ねばねば・ぷにぷに,,,,とぼけた・ユニーク,,ほそながい,とげ・ぶくぶく,,ナチュラル,,
337,ルナトーン,lunatone,いわ,エスパー,yellow,ball,いんせきポケモン,通常,いわ,エスパー,いわ・つち・こうぶつ,エスパー・ふしぎ,,,ごつごつ・かたい,,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,ミステリアス,
338,ソルロック,solrock,いわ,エスパー,red,ball,いんせきポケモン,通常,いわ,エスパー,いわ・つち・こうぶつ,エスパー・ふしぎ,,,ごつごつ・かたい,,,,,りりしい・するどい,にこにこ・あどけない,まるいフォルム,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,ミステリアス,
339,ドジョッチ,barboach,みず,じめん,gray,fish,ひげうおポケモン,通常,みず,じめん,みず・うみ,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ふつう・ナチュラル,,ひれ,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
340,ナマズン,whiscash,みず,じめん,blue,fish,ひげうおポケモン,通常,みず,じめん,みず・うみ,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ものしずか・クール,,ひれ,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
341,ヘイガニ,corphish,みず,,red,armor,ごろつきポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,ごつごつ・かたい,こうかく・つや甲羅,みずみずしい・うるおい,,りりしい・するどい,,よろい・こうら,みずのしぶき,,ナチュラル,,
342,シザリガー,crawdaunt,みず,あく,red,armor,ならずものポケモン,通常,みず,あく,みず・うみ,あく・やみ,,,つるつる・なめらか,ごつごつ・かたい,こうかく・つや甲羅,みずみずしい・うるおい,,りりしい・するどい,,よろい・こうら,みずのしぶき,もや・かげ,かっこいい,ミステリアス,
343,ヤジロン,baltoy,じめん,エスパー,brown,arms,どぐうポケモン,通常,じめん,エスパー,いわ・つち・こうぶつ,エスパー・ふしぎ,,,ごつごつ・かたい,,,,,ものしずか・クール,,たくましいうで,ほうせき・かがやき,とげ・こうぶつ結晶,ミステリアス,,
344,ネンドール,claydol,じめん,エスパー,black,arms,どぐうポケモン,通常,じめん,エスパー,いわ・つち・こうぶつ,エスパー・ふしぎ,,,ごつごつ・かたい,,,,,ものしずか・クール,,たくましいうで,ほうせき・かがやき,とげ・こうぶつ結晶,ミステリアス,,
345,リリーラ,lileep,いわ,くさ,purple,blob,ウミユリポケモン,通常,いわ,くさ,しょくぶつ,いわ・つち・こうぶつ,スライム・ぶよぶよ,,ごつごつ・かたい,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,はっぱ・はな,とげ・こうぶつ結晶,ミステリアス,,
346,ユレイドル,cradily,いわ,くさ,green,blob,いわつぼポケモン,通常,いわ,くさ,しょくぶつ,いわ・つち・こうぶつ,スライム・ぶよぶよ,,ごつごつ・かたい,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,,,とぼけた・ユニーク,,シンプル・そぼく,はっぱ・はな,とげ・こうぶつ結晶,おっとり,,
347,アノプス,anorith,いわ,むし,gray,armor,むかしエビポケモン,通常,いわ,むし,いわ・つち・こうぶつ,むし,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,とげ・こうぶつ結晶,,ナチュラル,,
348,アーマルド,armaldo,いわ,むし,gray,upright,かっちゅうポケモン,通常,いわ,むし,いわ・つち・こうぶつ,むし,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,ちょくりつのすがた,とげ・こうぶつ結晶,,ナチュラル,,
349,ヒンバス,feebas,みず,,brown,fish,さかなポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ふつう・ナチュラル,,ひれ,みずのしぶき,,ナチュラル,,
350,ミロカロス,milotic,みず,,pink,squiggle,いつくしみポケモン,通常,みず,,みず・うみ,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,にこにこ・あどけない,とぼけた・ユニーク,ほそながい,みずのしぶき,,かわいい,,
351,ポワルン,castform,ノーマル,,gray,ball,てんきポケモン,通常,ノーマル,,その他・不定形,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,,まるいフォルム,,,かわいい,,
352,カクレオン,kecleon,ノーマル,,green,upright,いろへんげポケモン,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ちょくりつのすがた,,,おっとり,,
353,カゲボウズ,shuppet,ゴースト,,black,ball,にんぎょうポケモン,通常,ゴースト,,ゴースト・れいたい,,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,もや・かげ,,かわいい,ミステリアス,
354,ジュペッタ,banette,ゴースト,,black,upright,ぬいぐるみポケモン,通常,ゴースト,,ゴースト・れいたい,,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,ものしずか・クール,,ちょくりつのすがた,もや・かげ,,かっこいい,ミステリアス,
355,ヨマワル,duskull,ゴースト,,black,arms,おむかえポケモン,通常,ゴースト,,ゴースト・れいたい,,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,ものしずか・クール,,たくましいうで,もや・かげ,,ミステリアス,,
356,サマヨール,dusclops,ゴースト,,black,humanoid,てまねきポケモン,通常,ゴースト,,ひとがた,ゴースト・れいたい,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,ものしずか・クール,,てあし・とくちょうてきなかお,もや・かげ,,かっこいい,ミステリアス,
357,トロピウス,tropius,くさ,ひこう,green,quadruped,フルーツポケモン,通常,くさ,ひこう,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,つばさ・はね,はっぱ・はな,おっとり,,
358,チリーン,chimecho,エスパー,,blue,arms,ふうりんポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,たくましいうで,ほうせき・かがやき,,ミステリアス,,
359,アブソル,absol,あく,,white,quadruped,わざわいポケモン,通常,あく,,あく・やみ,,,,標準・なめらか,,,,,りりしい・するどい,,よつあしのすがた,もや・かげ,,かっこいい,ミステリアス,
360,ソーナノ,wynaut,エスパー,,blue,upright,ほがらかポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,ちょくりつのすがた,ほうせき・かがやき,,ミステリアス,,
